SORT_ID,Company Name,Location Type,Ownership Type,Dow Jones Industry,SIC,SIC Descriptor,NAICS,NAICS Descriptor,NACE,NACE Descriptor,Exchange,Index Membership,Auditor/Accountant,URL,Address1,Address2,Address3,Contact Name,Contact Title,Contact Number,Contact Fax,Contact E-Mail Address,City,State/Province,Country/Region,Postal Code,Phone,Fax,"Sales, USD","Audit Fees (Including Non-Audit Fees), USD","Non-Audit Fees, USD",Employees,"Market Cap, USD",Sales Growth,Employee Growth,"EPS, USD","Net Income, USD",Net Profit Margin,"Total Assets, USD","Total Liabilities, USD","Beta, last 5 years",P/E Ratio,Current Ratio,Debt/Equity Ratio,Debt/Assets Ratio,Return on Equity,Return on Assets,Symbol,DUNS,Business Description,Bank Name,Selected Legal Status Categories,Hierarchy Designation,Ultimate Parent Name,Ultimate Parent Location
SENDJ-1_00002300,Iowa Legal Aid,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Denman & Company Llp West Des,http://www.iowalegalaid.org,666 Walnut St,,,Mr Dennis Groenenboom,Executive Director,1 515 243 1193,,,Des Moines,IA,USA,50309-3907,1 515 243 1193,,15836192.0,,,118.0,,0.23,0.0,,,,,,,,,,,,,,87122222,Legal Services Office,,Non-Profit Organization,Global Ultimate,Iowa Legal Aid,USA
SENDJ-1_00002301,Kolster Oy Ab,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kolster.fi,Salmisaarenaukio 1,,,Timo Helosuo,Managing Director,358 201370500,,,Helsinki,Uusimaa,Finland,00180,358 201370500,,15829559.0,,,75.0,,,,,,,7232718.0,,,,1.9,,,,,,368453429,Legal Services Office,,Corporation,,Retslok Invest Oy Ab,Finland
SENDJ-1_00002302,Pessoa E Pessoa Advogados Associados,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pessoaepessoa.com.br,,,,Tito Gabriel Batista Mondini,,,,,Salvador,BA,Brazil,41820-020,,,15821948.0,,,514.0,,,,,,,,,,,,,,,,,901489512,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00002303,Foster Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.fosterglobal.com,3 Greenway Plz Ste 800,,,Mr Charles C Foster,Member,1 713 229 8733,,,Houston,TX,USA,77046-0322,1 713 229 8733,,15803520.0,,,206.0,,0.0,0.0,,,,,,,,,,,,,,79397790,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Foster Llp,USA
SENDJ-1_00002304,Legal Aid Bureau Of Buffalo Inc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Toski & Co Pc Cpas William,http://www.legalaidbuffalo.org,290 Main St Ste 400,,,Mr David Schopp,Executive Director,1 716 853 9555,,,Buffalo,NY,USA,14202-4016,1 716 853 9555,,15801518.0,,,58.0,,0.0,0.0,,,,,,,,,,,,,,88420476,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00002305,Nautadutilh Avocats Luxembourg S.A R.L.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nautadutilh.com,,,,Romain Sabatier,Principal,,352 26122990,,Luxembourg,,Luxembourg,1233,,352 26122990,15786350.0,,,29.0,,,,,,,11498463.0,11498463.0,,,,,,,,,370648767,Legal Services Office,,Corporation,Domestic Ultimate,Nautadutilh N.V.,Netherlands
SENDJ-1_00002306,Dla Piper Mexico  S.C.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dlapiper.com,Paseo De Los Tamarindos No. 400-A Int. Piso 31,Bosques De Las Lomas  Cuajimalpa De Morelos,,Edgar Romo Reynoso,Director,52 5552611800,,,Mexico,CMX,Mexico,05120,52 5552611800,,15786196.0,,,76.0,,,,,,,,,,,,,,,,,812299277,Legal Services Office,,Non-Profit Organization,Domestic Ultimate,Dla Piper Uk Llp,England
SENDJ-1_00002307,Beyond Law Group Limited,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.beyondlawgroup.co.uk,Bass Warehouse,4 Castle Street,,Amanda Fleetwood,Director,44 1615077145,,,Manchester,Manchester,England,M3 4LZ,44 1615077145,,15777565.0,,,92.0,,,,,3176442.0,,11448796.0,11448796.0,,,3.8,,,,0.378,,223031165,Legal Services Office,,Corporation,,
SENDJ-1_00002308,Scopelitis  Garvin  Light  Hanson & Feary  Professional Corporation,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.scopelitis.com,10 W Market St Ste 1400,,,Mr Greg Feary,President,1 317 637 1777,,,Indianapolis,IN,USA,46204-2909,1 317 637 1777,,15775857.0,,,1.0,,0.0,0.0,,,,,,,,,,,,,,89273148,Legal Services Office,,Corporation,,Scopelitis  Garvin  Light  Hanson & Feary  Professional Corporation,USA
SENDJ-1_00002309,GAZKOMPLEKTSERVIS OOO,,Unlisted,Legal Services,,,541110,Offices of Lawyers,74.11,Legal activities,,,,,"G.Moskva, UL. TVERSKAYA, D. 20, STR. 1, ETAZH 4 POM. I, KOMN. 29",,,IGOR IVANOVICH BUGAENKO,General director,,,,,,Russian Federation,125009,,,15775809.0,,,,,,,,,0.1285762,,,,,1.17693,,,9.97825506937033,,,,Legal activities,,Private Limited Company,,
SENDJ-1_00002310,Cohen Milstein Sellers & Toll Pllc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.cohenmilstein.com,1100 New York Ave Nw Fl 5,,,Mr Herbert Milstein,Member,1 202 408 4600,,,Washington,DC,USA,20005-3934,1 202 408 4600,,15759883.0,,,180.0,,0.0,0.0,,,,,,,,,,,,,,150420792,Legal Services Office,,Limited Liability Company,,Cohen Milstein Sellers & Toll Pllc,USA
SENDJ-1_00002311,Quanta Law Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.quantalaw.co.uk,C/O Begbies Traynor (Central) Llp,340 Deansgate,,Joseph Ryan,Director,44 3334439889,,,Manchester,Manchester,England,M3 4LY,44 3334439889,,15730650.0,,,47.0,,,,,,,50922332.0,50922332.0,,,0.8,,,,,,223707996,Legal Services Office,,Corporation,,
SENDJ-1_00002312,Klinedinst Pc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.klinedinstlaw.com,,,,John D Klinedinst,Chief Executive Officer,,,,San Diego,CA,USA,92101-3536,,,15716414.0,,,123.0,,,,,,,,,,,,,,,,,195109863,Legal Services Office,,Corporation,,Klinedinst Pc,USA
SENDJ-1_00002313,Morr & Co Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.morrlaw.com,Prospero,73 London Road,,Edward Moseley,Designated Limited Liability Partnership Member,44 1737854500,,,Redhill,Surrey,England,RH1 1LQ,44 1737854500,,15712895.0,,,220.0,,,,,0.0,,9623277.0,9623277.0,,,2.3,,,,0.0,,349058227,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002314,ARDIAI GRUP OOO,Principal Subsidiary,Unlisted,Legal Services,,,541110,Offices of Lawyers,74.11,Legal activities,,,,,"PUSHKINSKII, G. KRASNOARMEISK, UL. KOMSOMOLSKAYA, D. 4, K. 2, ETAZH/ POMESHCHENIE 2/45",,,ALEKSEI SERGEEVICH SHAKHMATOV,General director,7 (495) 983-15-20,,,,,Russian Federation,141292,7 (495) 983-15-20,,15705206.0,,,,,,,,,1.6639836,,,,,0.3361,,,196.445214555091,,,682092070,Legal activities,,Private Limited Company,,VINER OOO,Russian Federation
SENDJ-1_00002315,Tauil E Chequer Sociedade De Advogados,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.tauilchequer.com.br,Av. Presidente Juscelino Kubitschek 1455,Andar 5 Sala 51 E 52 Andar 6 Sala 61 And,,Rafael Fischman Hochman,Partner,55 2121271751,55 1125044211,,Sao Paulo,SP,Brazil,04543-011,55 2121271751,55 1125044211,15701945.0,,,125.0,,,,,,,,,,,,,,,,,914688973,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00002316,Itoh International Patent Office,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.itohpat.co.jp,2-1-1  Marunouchi,Marunochimaipuraza Meijiyasudaseimei Bldg.16f.,,Tadahiko Ito,Proprietor,81 352236011,,,Chiyoda-Ku,TKY,Japan,100-0005,81 352236011,,15698000.0,,,276.0,,,,,,,,,,,,,,,,,695990916,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002317,Dechert (Singapore) Pte. Ltd.,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dechert.com,1 George Street,#16-03 One George Street,,Charles Andrew Wynn-Evans,Director,65 67306999,,,Singapore,,Singapore,049145,65 67306999,,15688602.0,,,9.0,,,,,,,,,,,,,,,,,595419584,Legal Services Office,,Corporation,Domestic Ultimate,Dechert Llp,USA
SENDJ-1_00002318,Atlanta Legal Aid Society  Inc.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Aarons Grant & Habif Llc Atl,http://www.atlantalegalaid.org,54 Ellis St Ne,,,Mr Steven Gottlieb,Executive Director,1 404 524 5811,,,Atlanta,GA,USA,30303-2097,1 404 524 5811,,15673819.0,,,110.0,,0.2,0.0,,,,,,,,,,,,,,99304792,Legal Services Office,,Non-Profit Organization,,Atlanta Legal Aid Society  Inc,USA
SENDJ-1_00002319,Novagraaf Technologies,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.novagraaf.com,Batiment O2,2 Rue Sarah Bernhardt,,Olivier Boland,Chairman Of The Board,33 149646000,,,Asnieres-Sur-Seine,IDF,France,92600,33 149646000,,15673547.0,,,51.0,,,,,-5683199.0,,15237547.0,15237547.0,,,0.5,,,,-0.373,,393218813,Legal Services Office,,Corporation,Global Ultimate,Novagraaf Technologies,France
SENDJ-1_00002320,Ohagan Meyer Llc,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.ohaganmeyer.com,One E Wacker Dr Ste 3400,,,Mr Christopher C Spencer,Member,1 312 422 6100,,,Chicago,IL,USA,60601-2001,1 312 422 6100,,15665855.0,,,10.0,,0.0,0.0,,,,,,,,,,,,,,801412136,Legal Services Office,,Limited Liability Company,Global Ultimate,Ohagan Meyer Llc,USA
SENDJ-1_00002321,Labor Lawfirm E San,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.isanlabor.com,Rm 302,227 Gonghang-Daero  Gangseo-Gu,,Se Ho Jung,President,82 20133547,82 267383108,,Seoul,Seoul,Korea Rep Of,07802,82 20133547,82 267383108,15665466.0,,,25.0,,,,,,,,,,,,,,,,,694060767,Legal Services Office,,Corporation,,
SENDJ-1_00002322,S.W Cameron & B.C Chau & D.B Fischl & P Hendriks & R.R Irvine & C.L Leaver & N Marhaba & N.D Tancred & Q.K Wong,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.hicksons.com.au,L 24 Tower 1 100 Barangaroo Ave,,,John J Markos,Partner,61 292935311,,,Barangaroo,NSW,Australia,2000,61 292935311,,15655114.0,,,181.0,,,,,,,,,,,,,,,,,751229360,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00002323,Freeth Cartwright Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.freeths.co.uk,80 Mount Street,,,Paul Thorogood,Designated Limited Liability Partnership Member,44 1159369369,,,Nottingham,NOTT,England,NG1 6HH,44 1159369369,,15654617.0,,,429.0,,,,,,,,,,,,,,,,,733728922,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002324,Lacourte Et Associes Societe Titulaire Dun Office Notarial Et Inscrite Au Tableau De Lordre Des Avocats Au Barreu...,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.scp-lacourte.com,54 Av Victor Hugo,,,Bertrand Lacourte,President & Board Member,33 144284000,33 145018828,,Paris 16,IDF,France,75116,33 144284000,33 145018828,15630838.0,,,85.0,,,,,60673.0,,10656399.0,10656399.0,,,2.6,,,,0.004,,280980715,Legal Services Office,,Corporation,,
SENDJ-1_00002325,Saltbush Nominee Pty Ltd,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Level 6 Hartleys Building 141 George's Terrace,,,Anthony Mark Brittain,Director,,,,Perth,WA,Australia,6000,,,15623376.0,,,9.0,,,,,,,,,,,,,,,,,751892092,Legal Services Office,,Corporation,,
SENDJ-1_00002326,Reid And Riege  P.C.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.rrlawpc.com,1 Financial Plz Fl 21,,,Mr John H Riege,Chairman Of The Board,1 860 278 1150,,,Hartford,CT,USA,06103-2600,1 860 278 1150,,15605330.0,,,90.0,,0.0,0.0,,,,,,,,,,,,,,39275193,Legal Services Office,,Corporation,,Reid And Riege  P.C.,USA
SENDJ-1_00002327,Mayo Wynne Baxter Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mayowynnebaxter.co.uk,44-46 Old Steine,,,John Clarke,Designated Limited Liability Partnership Member,44 1273775533,,,Brighton,E SU,England,BN1 1NH,44 1273775533,,15597424.0,,,185.0,,,,,1479988.0,,9481875.0,9481875.0,,,1.2,,,,0.156,,218938491,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002328,Justlex Italia Societa Tra Avvocati Per Azioni,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,Via Gianquinto De Gioannis 25,,,Antonello Senes,Administrator,39 0704616601,,,Cagliari,CA,Italy,09125,39 0704616601,,15580462.0,,,12.0,,,,,,,,,,,,,,,,,441202666,Legal Services Office,,Corporation,,
SENDJ-1_00002329,Fiducial Legal By Lamy,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.fiducial-legal.com,Cs 63647,40 Rue De Bonnel,,Eric Jean Gabriel Georges Baroin,President & Board Member,33 478621400,,,Lyon,ARA,France,69484,33 478621400,,15580240.0,,,20.0,,,,,-783521.0,,8834872.0,8834873.0,,,0.8,,,,-0.089,,279529101,Legal Services Office,,Corporation,,Fiducial,France
SENDJ-1_00002330,Casalonga,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.casalonga.com,31-35,31 Rue De Fleurus,,Marie Caroline Casalonga,President,33 145619464,,,Paris 6,IDF,France,75006,33 145619464,,15566576.0,,,,,,,,,,11070174.0,11070174.0,,,1.1,,,,0.006,,299024849,Legal Services Office,,Corporation,Global Ultimate,Casalonga,France
SENDJ-1_00002331,Chapman Tripp Holdings Limited,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.chapmantripp.com,L 38  23 Albert Street,Auckland Central,,Nicholas Roger Sedley Wells,,64 93579000,,,Auckland,Auckland,New Zealand,1010,64 93579000,,15561000.0,,,350.0,,,,,,,,,,,,,,,,,591844634,Legal Services Office,,,,Chapman Tripp Limited,New Zealand
SENDJ-1_00002332,National Office Of Intellectual Property Of Vietnam,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,386 Nguyen Trai,,,Mai Van Son,Director,84 2435572091,,,Ha Noi,Hanoi,Vietnam,10000,84 2435572091,,15561000.0,,,350.0,,,,,,,,,,,,,,,,,555358519,Legal Services Nsk,,,,
SENDJ-1_00002333,VITA-SERVIS OOO,,Unlisted,Legal Services,,,541110,Offices of Lawyers,74.11,Legal activities,,,,,"NOVOZAVODSKAYA UL, DOM 12//11, STROENIE 7, POMESHCHENIE 7 OFIS 1",,,IVAN NIKOLAEVICH MAKOV,General director,,,,Moscow,,Russian Federation,121087,,,15560078.0,,,,,,,,14621.0,0.001174,20849.0,20849.0,,,36.6,,,0.899065420560748,,,,Legal activities,,Private Limited Company,,
SENDJ-1_00002334,Greater New York Hospital Association  Inc.,Headquarters,Unlisted,Advocacy Services (Discontinued from 15th March 2016),8621,Professional Membership Organizations,813920,Professional Organizations,91.12,Activities of professional organizations,,,Kpmg Llp New York Ny,http://www.gnyha.org,555 W 57th St Fl 15,,,Mr Kenneth Raske,President,1 212 246 7100,,,New York,NY,USA,10019-2927,1 212 246 7100,,15546109.0,,,223.0,,0.0,0.0,,,,,,,,,,,,,,81260308,Professional Organization,,Non-Profit Organization,,Greater New York Hospital Association  Inc.,USA
SENDJ-1_00002335,Farris Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.farris.com,700 Georgia St W,,,A Keith Mitchell,Partner,1 604 684 9151,,,Vancouver,BC,Canada,V7Y 1K8,1 604 684 9151,,15523480.0,,,140.0,,,,,,,,,,,,,,,,,241352954,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002336,Gardiner Roberts Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.grllp.com,3600-22 Adelaide St W,,,Paul Stoyan,Chairman Of The Board,1 416 865 6600,,,Toronto,ON,Canada,M5H 4E3,1 416 865 6600,,15523480.0,,,140.0,,,,,,,,,,,,,,,,,209773431,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002337,Pace Law Firm Professional Corporation,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pacelawfirm.com,500-300 The East Mall,,,Al S Pace,President & Board Member,1 416 236 3060,,,Etobicoke,ON,Canada,M9B 6B7,1 416 236 3060,,15523480.0,,,140.0,,,,,,,,,,,,,,,,,252371018,Legal Services Office,,Corporation,Global Ultimate,Pace Law Firm Professional Corporation,Canada
SENDJ-1_00002338,Pitblado Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pitblado.com,2500-360 Main St,,,Bruce King,Partner,1 204 956 0560,,,Winnipeg,MB,Canada,R3C 4H6,1 204 956 0560,,15523480.0,,,140.0,,,,,,,,,,,,,,,,,207271136,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002339,Singleton Urquhart Reynolds Vogel Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.singleton.com,1200-925 Georgia St W,,,John Singleton,Partner,1 604 682 7474,,,Vancouver,BC,Canada,V6C 3L2,1 604 682 7474,,15523480.0,,,140.0,,,,,,,,,,,,,,,,,244460929,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002340,Forvis Mazars Tax & Legal Slp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mazars.es,Calle Diputacio  260 - Piso 1,,,Bover Hidiroglu  Antoni,Administrator,34 915622670,,,Barcelona,B,Spain,08007,34 915622670,,15517078.0,,,104.0,,,,,670577.0,,7522337.0,7522337.0,,,2.0,,,,0.122,,564281814,Legal Services Office,,Corporation,Global Ultimate,Forvis Mazars Tax & Legal Slp,Spain
SENDJ-1_00002341,Hecker Fink Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kaplanhecker.com,350 5th Ave Fl 63,,,Ms Roberta A Kaplan,Partner,1 212 763 0883,,,New York,NY,USA,10118,1 212 763 0883,,15510206.0,,,38.0,,0.0,0.0,,,,,,,,,,,,,,81480754,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002342,Carter Newell Lawyers,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.carternewell.com,L 10 470 Collins Street,,,Paul Joseph Hopkins,,61 390024500,,,Melbourne,VIC,Australia,3000,61 390024500,,15507294.0,,,123.0,,,,,,,,,,,,,,,,,758718829,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00002343,Wilshire Law Firm  P.L.C.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.wilshirelawfirm.com,3055 Wilshire Blvd Fl 12,,,Bobby Saadian,Principal,1 213 335 2402,,,Los Angeles,CA,USA,90010-1176,1 213 335 2402,,15507245.0,,,50.0,,0.0,9.99,,,,,,,,,,,,,,35462583,Legal Services Office,,Corporation,,
SENDJ-1_00002344,Highland Mining Service Llc,Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,,,,Olga Pavlovna Mikhailova,Managing Director,,,,Khabarovsk,,Russian Federation,680000,,,15505934.0,,,2.0,,,,,,,,,,,,,,,,,506656901,Legal Services Office,,Limited Liability Company,,Highland Gold Ijsc,Russian Federation
SENDJ-1_00002345,Brethertons Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.brethertons.co.uk,Montague House,2 Clifton Road,,Linda Jones,Designated Limited Liability Partnership Member,44 1788579579,,,Rugby,Warwickshire,England,CV21 3PX,44 1788579579,,15487726.0,,,263.0,,,,,0.0,,8768877.0,8768877.0,,,3.2,,,,0.0,,348717245,Legal Services Office,,Limited Liability Partnership,,Brethertons Llp,England
SENDJ-1_00002346,Roberts Jackson Limited,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.robertsjackson.co.uk,A W H Legal  5 Universal Square,Devonshire Street North,,Lorna Mcglone,Director,,,,Manchester,Manchester,England,M12 6JH,,,15454413.0,,,190.0,,,,,1599167.0,,17430618.0,17430618.0,,,1.2,,,,0.098,,211632405,Legal Services Office,,Corporation,,
SENDJ-1_00002347,Diaz Anselmo & Associates  P.A.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.shdlegalgroup.com,499 Nw 70th Ave,,,Mr Roy Diaz,President,1 954 564 0071,,,Plantation,FL,USA,33317-7500,1 954 564 0071,,15446700.0,,,48.0,,0.0,0.0,,,,,,,,,,,,,,47944151,Legal Services Office,,Corporation,,
SENDJ-1_00002348,The Trustee For The Mr Trust,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mccullough.com.au,L 11 66 Eagle Street,,,Dominic Martin Mcgann,Director,61 732338888,,,Brisbane City,QLD,Australia,4000,61 732338888,,15439731.0,,,296.0,,,,,,,,,,,,,,,,,742118402,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002349,SMART FINANS GRUPP ZAO,,Unlisted,Legal Services,,,541110,Offices of Lawyers,74.11,Legal activities,,,,,"G.MOSKVA, PL. SMOLENSKAYA, D.3",,,ROMAN VLADIMIROVICH NELEPP,General director,7 (495) 660-30-16,,,,,Russian Federation,121099,7 (495) 660-30-16,,15428800.0,,,,,0.13587694816323,,,,-0.2090161,,,,,0.52941,,,-4.18160486151501,,,,Legal activities,,Public Limited Company,,
SENDJ-1_00002350,Coffin Mew Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.coffinmew.co.uk,Building 1000,Lakeside North Harbour  Western Road,,Nicholas Leavey,Non-Designated Limited Liability Partnership Member,,,,Portsmouth,HANT,England,PO6 3EN,,,15412123.0,,,134.0,,,,,0.0,,11247402.0,11247402.0,,,2.1,,,,0.0,,671541654,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Coffin Mew Llp,England
SENDJ-1_00002351,Peltier Juvigny Marpeau & Associes,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.pjmassocies.com,49 Avenue De L Opera,,,Benoit Marpeau,President,33 142257878,,,Paris,IDF,France,75002,33 142257878,,15411420.0,,,11.0,,,,,3910125.0,,7618858.0,7618858.0,,,2.0,,,,0.685,,265326570,Legal Services Office,,Corporation,,
SENDJ-1_00002352,Xiamen Yifatong Legal Outsourcing Co.  Ltd.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.yifatong.com,Room 801-1  No.1001 Anling Road  Huli Dist.,,,Binglong Huang,Director,86 5923333999,,,Xiamen,FJ,China,361000,86 5923333999,,15405219.0,,,613.0,,,,,,,,,,,,,,,,,544338779,Legal Services Office,,Partnership of Unknown Type,Global Ultimate,Xiamen Yifatong Legal Outsourcing Co.  Ltd.,China
SENDJ-1_00002353,Hamilton Miller & Birthisel  Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.hamiltonmillerlaw.com,150 Se 2nd Ave Ste 1200,,,Mr Robert Birthisel,Partner,1 954 769 9111,,,Miami,FL,USA,33131-1579,1 954 769 9111,,15405070.0,,,42.0,,0.0,0.0,,,,,,,,,,,,,,2758513,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00002354,Alepin Gauthier Avocats Inc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.alepin.com,400-3080 Boul Le Carrefour,,,Francois Alepin,President,1 450 681 3080,,,Laval,QC,Canada,H7T 2R5,1 450 681 3080,,15401100.0,,,100.0,,,,,,,,,,,,,,,,,204019350,Legal Services Office,,Corporation,,
SENDJ-1_00002355,Bcf S.E.N.C.R.L.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bcf.ca,1100 Boul Rene-Levesque O Bureau 2500,,,Richard Epstein,General Manager,1 514 787 2789,,,Montreal,QC,Canada,H3B 5C9,1 514 787 2789,,15401100.0,,,100.0,,,,,,,,,,,,,,,,,203989215,Legal Services Office,,Partnership of Unknown Type,,
SENDJ-1_00002356,Groupe Tcj Inc,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.groupetcj.ca,7000-1200 Rue Daniel-Johnson O,,,Johanne Brunet,President,1 450 773 6326,,,Saint-Hyacinthe,QC,Canada,J2S 7K7,1 450 773 6326,,15401100.0,,,100.0,,,,,,,,,,,,,,,,,208118107,Legal Services Office,,Corporation,,
SENDJ-1_00002357,Osoyoos Indian Band,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,1155 Senpokchin Blvd,,,Clarence Louie,Chief,1 250 498 3444,,,Oliver,BC,Canada,V0H 1T8,1 250 498 3444,,15401100.0,,,100.0,,,,,,,,,,,,,,,,,243325249,Legal Services Office,,,,
